id,company,sentiment,raw_tweet
11894,Verizon,Positive,"Congratulations to our client, Diego Scotti, CMO of @Verizon, on being named an @Adweek Brand Genius. pic.twitter.com/kilCPassn6"
10429,RedDeadRedemption(RDR),Positive,"My favourite 4 games
God of War
Red Dead Redemption 2
Uncharted 1
Rise of the Tomb Raider"
11544,TomClancysRainbowSix,Positive,"Iâ€™m honestly super hyped for this next @Rainbow6Game season, but Iâ€™m gonna miss old house"
11153,TomClancysGhostRecon,Negative,@GhostRecon you telling lights are bulletproof on this game? Fix that shit yo
9634,PlayStation5(PS5),Negative,"I love PlayStation in general. They always have my type of exclusives, more so than XB, but the PS5 design is not for me at all. I know Iâ€™ll get one eventually, but imma hide that thing somehow when I do lol"
818,AssassinsCreed,Positive,Update: I actually finished Odyssey. I wish the three-ponged questline structure was communicated a bit more clearly but that game is a lot of fun once it hits its stride. twitter.com/iv_javy/statusâ€¦
6890,johnson&johnson,Negative,They had a lawsuit over the opiates and the baby powder scandal why would they trust J&J?
855,AssassinsCreed,Positive,I actually really liked Assassinâ€™s Creed 1
215,Amazon,Negative,Yo lowkey I feel like amazon is always charging me random amounts for shit I didnt buy
664,ApexLegends,Positive,"After playing today, Iâ€™m gonna just say it...

Worlds Edge is a better map than Kingâ€™s Canyon ðŸ¤·â€â™‚ï¸

@PlayApex #ApexLegends https://t.co/uMQrfbFLmQ"
6860,johnson&johnson,Positive,That Johnson & Johnson Leave In Conditioner Works Good Asf. It Really Defined My Babyâ€™s Hair.
5313,Hearthstone,Positive,New project out later with everyone's favorite #Hearthstone cult ðŸ‘€
10694,RedDeadRedemption(RDR),Negative,@RockstarGames I legit canâ€™t open or set my fucking camp Iâ€™m red dead redemption you need to let gta die! And fix rdr2!!!I IT PISSES ME OFF THE THE GAMES BEEN OUT FOR A YEAR AND YOU HAVNT DONE SHIT!
10909,TomClancysGhostRecon,Negative,enough of this DLC Bullshit just give us a new Splinter Cell Video Game ðŸ¤¦ðŸ¾â€â™‚ï¸ðŸ¤¦ðŸ¾â€â™‚ï¸
12,Amazon,Positive,Amazon has the coolest shit I never thought I needed so I just purchased these hooks that attach to the passenger seat so that you can hang your purse!!!! Iâ€™m so excited
7694,MaddenNFL,Negative,@EAMaddenNFL what is up with these player ratings? I think your algorithm is wrong ðŸ˜‚
8270,Microsoft,Positive,A bullshit excuse by Apple. The real answer is because they canâ€™t get the 30% cut of Microsoftâ€™s subscription.
11306,TomClancysRainbowSix,Positive,This man is so wholesome ðŸ˜­ðŸ’–
1901,CallOfDutyBlackopsColdWar,Positive,Mfs getting excited for theatre mode on cold war when black ops 3 and black ops 4 had one and none yall did shit with it ðŸ‘
515,ApexLegends,Positive,"Best game ever!!
@MrJCorbs @PlayApex pic.twitter.com/EXZbxe6GGK"
10007,PlayerUnknownsBattlegrounds(PUBG),Negative,@PUBG PLEASE SORT OUT THE GAME CRASHES!
4811,GrandTheftAuto(GTA),Positive,Grand Theft Auto 5 (EU) for a good Price g2a.com/r/quicksellgta
7806,MaddenNFL,Positive,Preordered @EAMaddenNFL for @PlayStation canâ€™t wait!
12714,WorldOfCraft,Positive,"Playing world of Warcraft! So much fucking fun. I canâ€™t believe I wasted so much time playing games like cod, fortnite, h1. This right here is a REAL mans game."
5048,GrandTheftAuto(GTA),Positive,It's about fricking time!
5025,GrandTheftAuto(GTA),Positive,The khanjali is the best tank in GTA online pic.twitter.com/pnixQFSBeV
8728,NBA2K,Negative,Iâ€™m done bro all my stuff got corrupt and Iâ€™m downloading game updates now @2KSupport @NBA2K @Ronnie2K
11482,TomClancysRainbowSix,Positive,Annnnnnnd one more beautiful #4K #Clutch #RainbowSixSiege pic.twitter.com/BKQoLyigWC
300,Amazon,Negative,"I like the idea behind this and whah it stands for, but donâ€™t see this working"
5083,GrandTheftAuto(GTA),Negative,Holy shit
9627,PlayStation5(PS5),Negative,wtf Iâ€™m going to have to reinforce my desk to support this
10102,PlayerUnknownsBattlegrounds(PUBG),Positive,"Had a pretty amazing time streaming tonight, pubg was alot of fun! Thanks to everyone who came and hung outâ¤â¤"
7366,LeagueOfLegends,Negative,"the implication that seraphine has witnessed jopping by superm and thus superm are officially part of league of legends lore,,, i cant do this anymore only in 2020 would something as absurd as fucking jopping make it into the carefully constructed lore of a billion dollar game"
18,Amazon,Positive,"Amazon Best Sellers: Best Sports Collectibles ift.tt/32vpc7x 
            100 Vintage Football Cards in Old Sealed Wax Packs - Perfect for New Collectors
         ift.tt/2Re9Pfb ift.tt/2Q5Pvfw April 05, 2020 at 11:31AM"
2255,CallOfDuty,Positive,"Really enjoying the new 50bmg in #ModernWarfare , find it very satisfying hitting little clips like this (im not the best sniper but enjoy it) #CallofDuty

The Build I use is:
Dictator barrel
Tac laser
Tac-Wrap stock
Stippled grip
Sleight of hand https://t.co/xZbblCYUZI"
3944,Cyberpunk2077,Positive,"Glad I got my #Cyberpunk2077 strategy guide pre-ordered, I was going to do it last week but it was sold out! So I'm glad it back in stock pic.twitter.com/CrmoICs3w2"
1110,AssassinsCreed,Positive,fucking dope. might actually pick it up again
5285,Hearthstone,Negative,"Too greedy?
#Hearthstone pic.twitter.com/caa4J0ZUKF"
10370,PlayerUnknownsBattlegrounds(PUBG),Negative,That'd be so sad tho
1171,AssassinsCreed,Negative,sometimes i feel like such an old grandma playing games.... a few months ago i bought assassinâ€™s creed origins bc it was on sale and like 20 minutes in i was like â€œhm... this is too violent for me!â€ and never touched it again SKSJSBSB
6224,FIFA,Positive,"Delighted to see FIFA supporting the WHO in the fight against COVID-19. They want to ""Pass the message to kick out Coronavirus"" #HandsElbowFaceDistanceFeel #WashAwayViruses #StaySafe

youtu.be/ZTl-5AjDb48 https://t.co/1Cdy9JindR"
5681,HomeDepot,Negative,damn @HomeDepot you really telling me to relapse like common man this shit aint cool :(
4090,CS-GO,Positive,"Best trailers this decade

1)CS GO
2)Baahubali 2
3) The Dark Knight Rises"
9769,PlayStation5(PS5),Positive,I actually quite like the design of the ps5. It truly feels like the next generation of a console rather than just being a bulkier box with more power
5479,Hearthstone,Negative,Man nothing makes me feel dumber than trying to play hearthstone
1579,Battlefield,Negative,"Update: I did not do this

I played battlefield 4 instead. Which was a mistake."
4998,GrandTheftAuto(GTA),Negative,"BRO I JUST BOOTED UP GTA, WENT TO THE STORE, AND THAT BITCH STILL LOADING"
11610,Verizon,Negative,"Funny how this issue is not HUGE during this pandemic. In fact, it only states that T-mobile is affected but Iâ€™m a Verizon customer and I canâ€™t even call out... #Tactics"
6583,Fortnite,Negative,This skin didnâ€™t age well... @LocalPolarBear
9403,Overwatch,Positive,We love orbs
6143,FIFA,Positive,Not gonna lie. The FIFA 2021 and PS5 combo is sounding really nice right now.
9588,Overwatch,Positive,@PlayOverwatch is there like any way to bring back pink mercy and/or atlantic mercy? Id honestly pay good money for those skins. Ik I only started off since september 2019 but they are v beautiful
10498,RedDeadRedemption(RDR),Positive,"Finally finished Red Dead Redemption 2 after nearly a year and a half of play. How does something so immersive, with so much detail on such a grand scale even manage to get produced? Its nothing short of both an engineering and artistic miracle"
9102,Nvidia,Negative,Fuck everyone who has got the RTX 3080 ðŸ–•ðŸ»I havenâ€™t even got a good enough pc to put one in @NVIDIAGeForce @nvidia
8033,Microsoft,Negative,my dick is microsoft
11633,Verizon,Positive,@TMobile you guys are really slow in Tuba city.  Az.  Makes people go to Verizon.
10080,PlayerUnknownsBattlegrounds(PUBG),Negative,Failed pubg mobile youtu.be/Qz00Pth41sw via @YouTube
11505,TomClancysRainbowSix,Negative,"@Rainbow6Game I got removed from the game, because I lost connection and now I cant join the match anymore which will result in me getting a half hour ban pic.twitter.com/Cyevf77veM"
1954,CallOfDutyBlackopsColdWar,Positive,"I canâ€™t wait to play the beta this weekend! Oh wait...

I have an Xbox. 

Never mind."
6098,FIFA,Negative,No fucking thank you ðŸ–•ðŸ»ðŸ–•ðŸ»ðŸ–•ðŸ»
2559,Borderlands,Positive,Atleast I have Borderlands to cheer me up :(
712,ApexLegends,Negative,@PlayApex @GH057ayame figure this.... @Rainbow6Game is the most simple concept... but an amazing game and still thriving after YEARS of success. you know why? they only listen to the comp scene..... figure it out shit bags
6109,FIFA,Positive,Oh yeah happy Fifa 21 day everyone
4894,GrandTheftAuto(GTA),Negative,Sad I got a point to say anyone say gta 6 look crazy get life stop saying everything that happens in real life comparing to video game that is not even out your sad piece of shit people there lady that got hit by that car just lost her life show respect or could be u
829,AssassinsCreed,Positive,"The real path to ""Valhalla"" is main story without side quests. It's so fuckin relieving â™¥ï¸ðŸ”¥ #AssassinsCreedValhalla #Ubisoft"
6407,Fortnite,Negative,"It is ABSOLUTELY RIDICULOUS that prop hunt is not in fortnite anymore. 

The utter DISAPPOINTMENT smh

@JakeStateFarm @FortniteGame @KimKardashian"
10712,RedDeadRedemption(RDR),Negative,Red Dead Redemption 2 [Day 8] Can I shoot Micah? I don't like Micah. twitch.tv/nightmarebearer
1605,CallOfDutyBlackopsColdWar,Positive,"Iâ€™m happy with this change. Games have a beginning, middle and end. 

Itâ€™s all about flow. You should have to keep momentum to streak a second time, not depend on streaks to get you more streaks..."
3898,Cyberpunk2077,Positive,"Yaaaas! 

I want to see Keanu animated in anime ðŸ˜†"
5965,HomeDepot,Positive,As much as I donâ€™t like the Amazon business model nobody going to tell me to wear an ineffective cloth mask... so @HomeDepot @cvspharmacy @Walmart @SamsClub Target just lost all my business to Amazon... this lunacy is out of control @realDonaldTrump @CensoredCinder @BreitbartNews
970,AssassinsCreed,Positive,"It's kind of incredible what games I'll be getting THIS YEAR for the Xbox Series X ðŸ˜…

I'm getting:

Assassin's Creed Valhalla
Watch Dogs Legion
Dirt 5
Fuser
The Falconeer

+thanks to gamepass:

Gears Tactics
Destiny 2 Beyond Light

+Before Xmas:

Cyberpunk
The Medium

ðŸ’šðŸ’šðŸ’šðŸ’š"
5999,HomeDepot,Negative,i used to work at home depot and all i can say is that their security canâ€™t touch u or make u give them the merchandise and most of the younger employees donâ€™t care if ur slick enough
604,ApexLegends,Positive,"@PlayApex  @Respawn  Hey Respawn,just now played the first quest for this season.....OH Boy You did a great job on the story and the PVE Mode....Cant wait for the next one....Awesome work"
11852,Verizon,Negative,"Hey @verizon, is there a known outage in 32828?"
12809,Xbox(Xseries),Positive,"@Xbox @majornelson Iâ€™d love to bring home a new Xbox Series X, but they are all sold out. So the emails are VERY misleading. Just sayin."
8718,NBA2K,Negative,@NBA2K THIS IS YOUR GAME. OWN UP TO THIS CRAP!
4471,Google,Negative,@Google and @Apple can you explain promoting a slave market in Kuwait through your apps?????? I am disgusted.
12882,Xbox(Xseries),Positive,Getting strong Netflix vibes and I like it
1070,AssassinsCreed,Negative,"shit, time for a recast"
10888,TomClancysGhostRecon,Negative,"had to go underground to get a double kill ðŸ˜‚
#GhostReconBreakpoint pic.twitter.com/kLrt7khDBg"
9167,Nvidia,Negative,"#ðð„ð–ð’ð”ððƒð€ð“ð„ð’ 

Global Cues

-World market sentiment looks weak as US indices closed lower.

-Tech #shares dragged the US markets and seen heavy selling.

-#NASDAQ closes 3% lower lower as @Apple , @amazon , @nvidia slides 4%.

#Nifty"
4700,Google,Negative,"@googlechrome Every time I open Google Keep, it crashes Chrome. Super annoying. Trying to add to my to do list!"
13098,Xbox(Xseries),Positive,"Remember Me was one of the finest stealth games i had the opportunity to play, and I think remastering it on the @Xbox X would be a boss move."
10644,RedDeadRedemption(RDR),Positive,Had fun in Red dead redemption tonight! Thanks all to who tuned in! clips.twitch.tv/TsundereLightRâ€¦
2671,Borderlands,Negative,"April 30 until now, for no apparent reason, BL3 just can't connect to SHiFT at all. What's going on here? I've submitted a ticket 2 days ago to Gearbox but still no respond. Please help. @Borderlands @SHiFTstatus @GearboxOfficial"
427,ApexLegends,Positive,Wow..
2450,Borderlands,Positive,The next one is Borderlands: The Handsome Collection. You're welcome
7617,MaddenNFL,Negative,#Madden20 should make cross play a thing in the next madden! Also gift sending! Streamers would love this and it would help promote the game more with more youtubers being able to send gifts cross platform. @EA_KRAELO @EASPORTS_MUT @EAMaddenNFL
6437,Fortnite,Positive,"funny, did laugh thank you blue fortnite man"
953,AssassinsCreed,Positive,Still my favourite Assassin's Creed games â¤ï¸ pic.twitter.com/8JApw7WrUl
4416,Google,Negative,"Let's all agree to completely trash the inevitable facebook, apple, and google commercials that come out and show people high fiving and hugging again once this is over. Priding themselves on keeping us connected."
5429,Hearthstone,Positive,"Holy smokes I'm really enjoying my Libram Paladin ONLY deck!

youtu.be/Xjo21NvyWQA

#hearthstone #YouTube #twitch #paladin #blizzard"
6345,FIFA,Positive,Wendie Renard loses Fifa trophy on a train and appeals for its return dlvr.it/RMNwq2
10679,RedDeadRedemption(RDR),Negative,"Donâ€™t understand why they port this instead of GTAV on switch, itâ€™ll look much better"
8518,NBA2K,Negative,@NBA2K @Ronnie2K HOW YA COMING???????? How i fix this bs ??? pic.twitter.com/j7j4jK5O2e
7801,MaddenNFL,Negative,"Madden NFL 21
[PS4 - 65] metacritic.com/game/playstatiâ€¦
[XONE - 69] metacritic.com/game/xbox-one/â€¦
[PC] metacritic.com/game/pc/maddenâ€¦
GameSpot: ""With far more technical issues than normal and large chunks of recycled content, Madden NFL 21 feels more like an update than a brand-new game."" https://t.co/vRrgu2aspc"
5336,Hearthstone,Positive,@wizards_magic Seriously wtf were you thinking This is the worst thing you could possibly do to your player base after these last 2 years. Lost all confidence in you guys as a design team. Back to hearthstone. Fucking sad.
1857,CallOfDutyBlackopsColdWar,Negative,Score Streaks are the worst thing to happen in Black Ops Cold War ðŸ˜«ðŸ˜«
5711,HomeDepot,Negative,"I knew Home Depot was so fucking toxic when Iâ€™d be told â€œyouâ€™re not doing your job how we want you toâ€ but when a customer wanted to reward my services and tell the managers, theyâ€™d be like ok and?"
218,Amazon,Positive,A look into progress on the Rivian and Amazon co-developed electric delivery vehicle youtu.be/lKpOE8eulXM itâ€™s kinda wild that Alexa and Tesla are becoming the most important car OSs (instead of android and iOS)
9820,PlayStation5(PS5),Positive,@idfckathy thank u for getting me the ps5 ðŸ’™
10054,PlayerUnknownsBattlegrounds(PUBG),Negative,India Bans 118 Chinese apps including PUBG #PUBG #PUBGMOBILE pic.twitter.com/4RT8ykyxM3
9788,PlayStation5(PS5),Positive,Very much looking forward to getting new info on the #PS5
5301,Hearthstone,Negative,"to the guy that keeps tryna hack my battle.net account you can fucking have it all you get is overshit, level 20 wow classic orc and half finished basic set for hearthstone"
6773,Fortnite,Negative,What the actual heck @fortnite you clearly have enough money but you dick wds just don't learn the mistake. Thanks for ruining my weekend
10986,TomClancysGhostRecon,Negative,"If only it was that simple, if you read the comments most customers are complaining about how shady they are with information. Its tacky and disgusting to see especially when nothing fully good has came out. Wait dont mind waiting, just let us know before we get our Hope's up"
7249,LeagueOfLegends,Negative,I've never been this tierd in my entire life #LeagueOfLegends #struggle pic.twitter.com/PvI9sX4c7W
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox Series X whatâ€™s the point now that Halo has been delayed.
2049,CallOfDuty,Negative,When I search for a game and a map comes up that I donâ€™t want to play and I leave it should be black listed from my que. SBMM is dumb and I hate it @CallofDuty
9686,PlayStation5(PS5),Negative,ps5 kinda ugly doeðŸ˜­
1498,Battlefield,Negative,#BattlefieldV This is becoming a joke at this point... we havent heard anything since they got back and this is the best they can give us? no actual information on anything. It seems like they havent listened to any feedback to what this community wants.
10889,TomClancysGhostRecon,Negative,"Welp, #ghostreconbreakpoint 's immersive update got delayed until later next month... pic.twitter.com/rqk5e2fE10"
1318,Battlefield,Positive,Dude I hope next Battlefield brings back moments like these that make you rethink reality. I loved those. #onlyinbattlefield.
7272,LeagueOfLegends,Negative,my dopamine receptors have been fucked by league of legends. i can no longer play a game unless it's competitive and it feels bad
5532,Hearthstone,Positive,"Thanks for watching me play #Hearthstone tonight!

Thanks for getting into the giveaway! 

New earlier stream coming for the EU contingency! https://t.co/7vDZ9rIw6Z"
166,Amazon,Negative,Amazon Hit From All Sides as Crisis Highlights GrowingÂ Power thealexanews.com/gadgets/amazonâ€¦
6617,Fortnite,Negative,"Fortnite is bullying me, arenâ€™t they?
I. NEED. HIM! pic.twitter.com/3q3yxUxkFY"
11363,TomClancysRainbowSix,Positive,"#RainbowSixSiege where are hereford, plane, chalet and fortress in casual?! I miss the maps!!!"
10558,RedDeadRedemption(RDR),Positive,"Red Dead Redemption 2 leaves Xbox Game Pass on September 7.

If you haven't bought it already, highly recommend it! pic.twitter.com/ms65GBzWml"
10595,RedDeadRedemption(RDR),Positive,I won 5 achievements in Red Dead Redemption 2 for 117 TrueAchievement pts trueachievements.com/gamer/Yoneko
9533,Overwatch,Negative,holy balls this is unreal
10073,PlayerUnknownsBattlegrounds(PUBG),Positive,My friend plays korean version pubg and blackpink hylt is bg music omgg I love it pic.twitter.com/5sKOTZyvGa
7800,MaddenNFL,Positive,Would love one @EASPORTS_MUT
10162,PlayerUnknownsBattlegrounds(PUBG),Positive,"Is our illiterate community thinks PUBG game is a killer then they must ban all the knives, guns, limit vehicle speed to 20 km/h and all the buildings in the country should be less than 10 ft height because they also cause thousands of deaths per year.
#UNBANPUBG"
5598,Hearthstone,Positive,Biggest Gold Grubber yet and best game with Reno Jackson using his new updated zero cost hero power #Hearthstone #Battlegrounds pic.twitter.com/K48Xh5MkMA
11269,TomClancysRainbowSix,Negative,"5 years old and itâ€™s in worse condition than Black Ice (Y1S1) was. Canâ€™t get operation â€œhealthâ€ again, Ops might develop M.S. and get shackles instead. The only game where the ground or the sky becomes the back of your head Amiright? @Rainbow6Game"
7726,MaddenNFL,Negative,@EAMaddenNFL is Madden NFL 21 still charging $60 to stuff ads for MUT down our throats? All I want to do is take #minshewmania to the #SuperBowl
2103,CallOfDuty,Positive,"Really!!!!!! @CallofDuty @InfinityWard #CallofDuty #Warzone #ModernWarfare

store.playstation.com/#!/en-gb/tid=Câ€¦ https://t.co/qTVaWqj9Gk"
7659,MaddenNFL,Negative,@EAMaddenNFL you guys had the audacity to ask me about the connection after I got lagged out. ðŸ¥´ðŸ¥´ðŸ¥´ðŸ¥´ðŸ¥´ðŸ¥´ðŸ¥´
5182,GrandTheftAuto(GTA),Negative,"GTA wouldnâ€™t work in Smash for multiple reasons.

The locations are real world cities. The characters and themes are too adult-oriented. The series is lacking in original music beyond a few main themes.

Red Dead Redemption would work though. More original music and less crass."
5756,HomeDepot,Negative,While this article says â€” Marcus no longer ran the companyâ€” that is Home Depot he still makes the $$$ in stock. So go ahead and boycott!
6194,FIFA,Negative,When pro clubs fucks up the kits
3998,Cyberpunk2077,Positive,Was literally just gushing about how stoked I am to play this in April! That's okay... I'm patient. I'm sure it will be worth the wait â¤
8973,Nvidia,Negative,"Sony dropping pre-orders fearing #RTX3000 series card, hoping people buy their 500$ console instead of rtx 3070, lol this has been one hell of a month ðŸ˜…ðŸ¤£, if it wasn't for Nvidia, neither MS or Sony would pull the veil off for Prices and pre-orders https://t.co/gZfEX6MZdn"
11760,Verizon,Positive,The iPhone 12 needs to hurry up cause I need to get it with @Verizon cause @sprint is trash ever since the merger with @TMobile! Like my speed is from the Middle Ages!! #iPhone12
6917,johnson&johnson,Negative,BigðŸ’ª nyoos. Numewous gweat companies awe seeingðŸ•µï¸ fantastic wesuwts. @FDA must myove quickwy RawR  twitter.com/nytimes/statusâ€¦
3946,Cyberpunk2077,Positive,All I'm really hoping to get out of 2020 is a few months of @CyberpunkGame before the Armageddon hits us.
9836,PlayStation5(PS5),Positive,Tempting ðŸ˜–
6185,FIFA,Negative,"Bashing FIFA for no reason 

You all are proving how insecure you hate lingers are from shehnaaz and her popularity 

Just because FIFA supports shehnaaz and SidNaaz 

OHh Myy Gawwwd

#WeLoveFifaFooz"
7948,MaddenNFL,Positive,Yassss! My team!! RAVENS!!
1088,AssassinsCreed,Positive,"Assassin's Creed III
I loved the opening! It makes you want to play the games before it! I will enjoy this more when I beat the other ones 1st! pic.twitter.com/oKwZXbNWXw"
8305,Microsoft,Negative,"Suspicion and Anger Towards Microsoft Rises After Windows 10 Search Failure 
tech.slashdot.org/story/20/02/09â€¦ 

Even local file searches on users' own PC's were failing, yet Microsoft blamed a ""third-party networking fiber provider""."
3621,Cyberpunk2077,Negative,This is so upsetting ðŸ˜­
930,AssassinsCreed,Positive,ðŸ˜… I love you guys. ðŸ˜˜
5068,GrandTheftAuto(GTA),Positive,I wanna do this shit
6891,johnson&johnson,Negative,fuck...
452,ApexLegends,Positive,"Woohoooo Next #ApexLegends comic is out !!! These are getting so juicy !!! 

youtu.be/RtEUnyYvjU0 https://t.co/h8humm5KF9"
12887,Xbox(Xseries),Negative,Series X is fucking huge wtf
6272,FIFA,Negative,Why does nobody want to sign for my @FGRFC_Official fifa 20 side Iâ€™m livid Messi being a pure uppity cunt
3314,Facebook,Negative,"The e-commerce giant, along with Google, Apple and Facebook, are being investigated for potential violations of US antitrust law. bit.ly/3hrySXL"
7955,MaddenNFL,Negative,@EAMaddenNFL adjust @K1 ratings you clowns disrespected him GOING OFF
7267,LeagueOfLegends,Positive,"Yuumi - super cool fucking cat
Braum - such a good person
Neeko - damn funny
Janna - she would take good care"
11046,TomClancysGhostRecon,Negative,Am I the only one experiencing so many bug with @GhostRecon?
5987,HomeDepot,Negative,@HomeDepot   Your customer service is atrocious. @RIDGIDPower @RIDGIDtoday impact driver not fixed after 3 weeks. Being given the run around on LSA service agreement. Even w documentation in hand.  #HomeDepot #Ridgidtoday
9496,Overwatch,Positive,Donâ€™t tweet much but hereâ€™s what Iâ€™ve been up to on the island. Not playing much #overwatch anymore but great fun watching and building the comp lounge. 4v4 though... #ACNH #owl #AnimalCrossing https://t.co/Hnq6uYO8iq
7393,LeagueOfLegends,Positive,No i like u motherfucker now kiss me
8451,NBA2K,Negative,Itâ€™s ridiculous and embarrassing how unplayable @NBA2K is when thereâ€™s any form of lag
6029,FIFA,Negative,Fifa 20 is the worst fifa of all time!
4951,GrandTheftAuto(GTA),Positive,This is so cool!
6750,Fortnite,Positive,"Rue itÂ´s so beautifulðŸ˜â¤ï¸

#Fortnite #FortniteArt #FortniteSeason3 #digitalart #digitaldrawing pic.twitter.com/OrQuuDxMvJ"
4158,CS-GO,Positive,bhopping in csgo is so cozy
1694,CallOfDutyBlackopsColdWar,Positive,FUCKING FINALLLLYYYYYYYYY
4554,Google,Negative,Why Google sucks: Google white-washes uniformed publics by categorizing bias
9672,PlayStation5(PS5),Positive,More beautiful than most girls i know.. #PS5Reveal #PlayStation5 #PS5 pic.twitter.com/6KP3tewy6r
4050,CS-GO,Positive,Wow
2769,Borderlands,Positive,"I FINALLY finished Borderlands 3! It's taken a while, but I'm so proud of myself. :D Now onto the Guns, Love, and Tentacles DLC, I'm so excited! I love Wainwright and Hammerlock so much and they make a great couple, so seeing them get married will be awesome!"
1264,Battlefield,Positive,"I started getting back into playing Battlefield Hardline.

It's different than the other games, but very interesting urban warfare and interesting weapons and gadgets.

#BattlefieldHardline"
11957,Verizon,Negative,Old lady threatened me and said she was going to cancel her Verizon service because I told her we dont work on computers and cant fix it......like bro whatðŸ¤£ðŸ¤£
8318,Microsoft,Negative,Why didnâ€™t anyone think of this acronym for BLM (Batteries Lives Matter) @Microsoft pls fix this problem and give us built in batteries like how @Sony has for their controllers damn!
3080,Dota2,Positive,FUCKING FINALLY
2734,Borderlands,Positive,surprise i still love #borderlands ' jack pic.twitter.com/hAuwN4M4pS
397,Amazon,Positive,"#Amazon Best Seller!

Screen Cleaner Kit - Best for LED & LCD TV,...

$19.95

amazon.com/Screen-Cleanerâ€¦ https://t.co/mrUD2zbLfT"
2219,CallOfDuty,Positive,this quarantine got me bored af playing call of duty anyone wanna call ðŸ™ˆ
11431,TomClancysRainbowSix,Negative,@Rainbow6Game when will you ban mnk/cronos players on console? The game will die on ps/xbox because of that cheater. ðŸ˜­
5495,Hearthstone,Positive,Team 5 what a great media/announcement day. You guys always manage to surprise the Hearthstone community when we think weâ€™ve seen it all. Keep up the phenomenal work. @PlayHearthstone #Hearthstone pic.twitter.com/qsQFw4ZA6v
12689,WorldOfCraft,Positive,@WarcraftDevs this would be incredible!
9446,Overwatch,Negative,Removing mcreeâ€™s noose because ur pussies enit @PlayOverwatch
3108,Dota2,Negative,wtf
1373,Battlefield,Negative,I have noticed streamers I watch who are now playing other games other than Battlefield V are more relaxed as well as having a better state of mind.  Has Battlefield V really had such a impact on peoples mental health?  It seems so.  #BattlefieldV
3980,Cyberpunk2077,Positive,This looks like a poster for a 90s action movie and I love every damn bit of it
5708,HomeDepot,Positive,Thank you to Matching funds Home Depot RW payment #215545 for your generous donation to support clean water through #teamworldvision! teamworldvision.org/index.cfm?fuseâ€¦
11504,TomClancysRainbowSix,Positive,"Tom Clancy's Rainbow Six Siege is a great game to play with no negatives, welp i guess im back on the grind pic.twitter.com/0Wn3AreahG"
2962,Dota2,Positive,guess i'll broke.
314,Amazon,Negative,Please explain how this is possible! How can they let companies overcharge for this? Itâ€™s a scam! @amazon shame on you! pic.twitter.com/MQB7BUPthx
9701,PlayStation5(PS5),Positive,"Good on Sony. As much as I want to see the new PS5, what's going on right now is so much more important."
2652,Borderlands,Positive,Today sucked so itâ€™s time to drink wine n play borderlands until the sun comes up so I can hate myself all day tomorrow.
8069,Microsoft,Positive,Bought a fraction of Microsoft today. Small wins.
